   Step          Temp          Press          Volume        Density         TotEng         PotEng         KinEng    
    303000   2708.178       19.125577      241069.38      0.82157416    -209549.18     -211444.4       1895.222     
    304000   2694.9331     -1429.4282      240997.03      0.82182083    -209553.55     -211439.5       1885.9531    
    305000   2727.1176     -1932.351       240947.11      0.82199108    -209557.04     -211465.52      1908.4762    
    306000   2679.9033      1856.0773      240873.56      0.82224208    -209559.71     -211435.14      1875.435     
    307000   2744.6584      1449.8151      240777.49      0.82257015    -209561.45     -211482.2       1920.7516    
    308000   2765.4329      370.23084      240644.98      0.8230231     -209562.28     -211497.57      1935.2898    
    309000   2754.5785      52.327173      240558.18      0.82332007    -209562.23     -211489.92      1927.6937    
    310000   2717.1437      463.32702      240471.12      0.82361812    -209561.23     -211462.73      1901.4964    
    311000   2712.7218      108.31603      240426.55      0.82377083    -209559.43     -211457.84      1898.4018    
    312000   2722.1377      964.35002      240407.06      0.8238376     -209556.62     -211461.61      1904.9912    
    313000   2743.1905     -486.06744      240406.73      0.82383872    -209553.08     -211472.81      1919.7243    
    314000   2741.8171     -1898.5079      240382.11      0.8239231     -209548.68     -211467.44      1918.7632    
    315000   2736.4395     -3001.4531      240365.48      0.82398012    -209543.21     -211458.21      1914.9999    
    316000   2740.2265     -1536.6854      240362.79      0.82398933    -209537        -211454.65      1917.65      
    317000   2743.2267     -1062.0816      240436.98      0.8237351     -209529.9      -211449.65      1919.7496    
    318000   2734.5386     -750.19472      240503.56      0.82350703    -209522.01     -211435.67      1913.6696    
    319000   2760.4424     -177.71969      240567.69      0.82328751    -209513.42     -211445.22      1931.7974    
    320000   2764.9223     -838.09096      240633.31      0.82306301    -209503.91     -211438.84      1934.9325    
    321000   2765.2713      667.37984      240653.47      0.82299407    -209493.47     -211428.64      1935.1767    
    322000   2781.803      -188.77183      240671.32      0.82293301    -209482.58     -211429.33      1946.7459    
    323000   2762.4141     -1774.8452      240687.47      0.82287778    -209470.78     -211403.96      1933.1772    
    324000   2781.1556     -140.86342      240675.62      0.8229183     -209458.35     -211404.65      1946.2928    
    325000   2800.0341     -2895.7643      240638.89      0.82304392    -209445.18     -211404.69      1959.5043    
    326000   2775.9141      285.76276      240553.94      0.82333458    -209431.27     -211373.89      1942.6247    
    327000   2836.9808     -2434.5935      240458.83      0.82366022    -209416.81     -211402.17      1985.3601    
    328000   2825.244      -2783.0372      240398.36      0.82386742    -209401.72     -211378.86      1977.1465    
    329000   2832.4707     -983.18768      240274.5       0.8242921     -209386.02     -211368.22      1982.2038    
    330000   2868.5319      906.82161      240127.12      0.82479805    -209369.87     -211377.31      2007.44      
    331000   2869.9392      2015.6883      240002.6       0.82522596    -209353.14     -211361.56      2008.4249    
    332000   2881.0355      24.326457      239892.99      0.82560302    -209335.9      -211352.09      2016.1902    
    333000   2885.3502      410.27037      239863.4       0.82570486    -209318.38     -211337.59      2019.2097    
    334000   2922.7233     -1089.1398      239921.17      0.82550604    -209300.37     -211345.73      2045.3639    
    335000   2925.4192     -691.31815      239976.16      0.82531687    -209282.08     -211329.33      2047.2505    
    336000   2914.0125      549.50841      240119.87      0.82482293    -209263.6      -211302.87      2039.268     
    337000   2926.6054     -3362.9745      240422.03      0.82378631    -209244.83     -211292.91      2048.0807    
    338000   2957.049      -894.21994      240740.99      0.82269485    -209225.96     -211295.35      2069.3856    
    339000   3004.423       764.72246      241070.86      0.82156911    -209206.9      -211309.44      2102.5386    
    340000   2960.1796     -1569.2253      241441.45      0.8203081     -209187.55     -211259.13      2071.5764    
    341000   2981.7631      1906.4011      241796.69      0.81910291    -209168.25     -211254.93      2086.6808    
    342000   2993.4399     -2759.1463      242149.52      0.81790942    -209148.44     -211243.29      2094.8524    
    343000   2979.4067     -136.64138      242413.25      0.8170196     -209129.02     -211214.05      2085.0318    
    344000   3016.6361     -2515.9596      242651.61      0.81621702    -209109.88     -211220.96      2111.0855    
    345000   3028.2283      729.0281       242785.87      0.81576567    -209090.69     -211209.88      2119.1978    
    346000   3054.6937     -1023.2493      242841.75      0.81557795    -209071.78     -211209.49      2137.7187    
    347000   3069.1721      846.96005      242915.6       0.81533       -209052.96     -211200.81      2147.8509    
    348000   3095.3097      2897.4697      242937.82      0.81525543    -209034.39     -211200.53      2166.1424    
    349000   3082.1309     -1122.3196      242902.62      0.81537355    -209016.1      -211173.02      2156.9197    
    350000   3095.0909     -2276.1027      242907.36      0.81535766    -208998.12     -211164.11      2165.9892    
    351000   3093.7397     -1632.6527      242932.13      0.81527452    -208980.47     -211145.52      2165.0437    
    352000   3086.3521     -1425.0891      242983.61      0.8151018     -208963.33     -211123.21      2159.8737    
    353000   3132.1878     -625.67023      242997.57      0.81505497    -208946.54     -211138.49      2191.9502    
    354000   3083.6737      1625.6283      242994.91      0.81506388    -208930.12     -211088.12      2157.9993    
    355000   3100.3885      1074.4264      242892.68      0.81540694    -208914.28     -211083.98      2169.6966    
    356000   3169.8629      209.06951      242735.17      0.81593606    -208898.99     -211117.3       2218.3157    
    357000   3167.5771     -1256.1073      242530.42      0.81662489    -208884.2      -211100.92      2216.7161    
    358000   3221.4189      644.39635      242292.82      0.81742571    -208870.17     -211124.57      2254.3954    
    359000   3203.6702     -181.83261      242070.99      0.81817477    -208856.64     -211098.62      2241.9746    
    360000   3155.4396     -431.99669      241821.63      0.81901845    -208843.75     -211051.97      2208.2222    
    361000   3187.0508      2274.7929      241686.85      0.81947517    -208831.99     -211062.33      2230.3442    
    362000   3153.0859     -2700.898       241652.13      0.81959293    -208820.41     -211026.98      2206.575     
    363000   3230.2249      671.91721      241622.94      0.81969195    -208809.95     -211070.51      2260.5579    
    364000   3242.2694     -852.06871      241666.91      0.81954279    -208800.11     -211069.1       2268.9869    
    365000   3205.3691      1373.6281      241732.21      0.81932141    -208791.19     -211034.35      2243.1635    
    366000   3212.7397      1739.2158      241809.46      0.81905966    -208782.51     -211030.83      2248.3216    
    367000   3222.7104      730.56215      241955.4       0.81856564    -208775.33     -211030.63      2255.2992    
    368000   3256.4319     -1967.7156      242104.26      0.81806235    -208768.93     -211047.83      2278.898     
    369000   3277.8998     -943.68825      242290.94      0.81743204    -208763.49     -211057.41      2293.9215    
    370000   3300.7597      1699.826       242445.16      0.81691206    -208759.07     -211068.99      2309.9193    
    371000   3249.9025      399.30426      242549.57      0.81656042    -208755.38     -211029.71      2274.3286    
    372000   3261.2474     -258.11138      242604.18      0.81637659    -208752.84     -211035.11      2282.268     
    373000   3228.3605     -364.14683      242626.04      0.81630303    -208751.2      -211010.46      2259.2533    
    374000   3215.4176     -25.569041      242569.83      0.81649219    -208750.58     -211000.78      2250.1956    
    375000   3256.4733     -729.01205      242535.26      0.8166086     -208750.94     -211029.87      2278.927     
    376000   3299.2203     -1615.0309      242513.1       0.8166832     -208752.29     -211061.14      2308.842     
    377000   3220.9693      27.331435      242462.65      0.81685313    -208754.41     -211008.49      2254.0808    
    378000   3274.3037      324.93924      242359.51      0.81720077    -208757.69     -211049.09      2291.405     
    379000   3258.6223      2744.5173      242195.55      0.817754      -208761.78     -211042.21      2280.4309    
    380000   3223.6211      400.07104      242071.63      0.8181726     -208767.01     -211022.95      2255.9366    
    381000   3224.4554     -1678.1384      241857.96      0.81889541    -208773.1      -211029.62      2256.5204    
    382000   3247.3214      463.22164      241579.68      0.81983872    -208780.68     -211053.2       2272.5224    
    383000   3251.8417      597.31809      241280.15      0.82085648    -208788.54     -211064.23      2275.6857    
